text,class
"The innate and adaptive immune systems play an essential role in host defense against pathogens. Various signal transduction pathways monitor and balance the immune system since an imbalance may promote pathological states such as allergy, inflammation, and cancer. Mast cells have a central role in the regulation of the innate/adaptive immune system and are involved in the pathogenesis of many inflammatory and allergic diseases by releasing inflammatory mediators such as histamines, proteases, chemotactic factors, and cytokines. Although various signaling pathways are associated with mast cell activation, our discovery and characterization of the pLysRS-Ap4A signaling pathway in these cells provided an additional important step towards a full understanding of the intracellular mechanisms involved in mast cell activation. In the present review, we will discuss in depth this signaling pathway's contribution to host defense and the pathological state.",nocancer
"Bacterial DNA containing unmethylated CpG motifs can activate immune cells to release proinflammatory cytokines. Here, the role of bacterial DNA containing CpG motifs in diseases with a focus on arthritis is discussed. Our studies demonstrate that the intraarticular injection of bacterial DNA and oligodeoxynucleotides containing CpG motifs (CpG ODN) induced arthritis. The induction of arthritis involves the role of macrophages over other cells such as neutrophils, NK cells, and lymphocytes. TNF-alpha and TNFRI play an important role in the development of arthritis. NF-kappaB also plays a critical regulatory role in arthritis. Systemic anti-inflammatory treatment, along with antibiotic therapy, has beneficial effects on the course and the outcome of bacterial arthritis. Thus, future treatment strategies for bacterial arthritis should include attempts to minimizing bacterial growth while blocking the proinflammatory effects of the bacterial DNA. Significant therapeutic efficiency has also been shown by CpG ODN-mediated Th1 immune activation in mouse models of cancer, infectious disease, and allergy/asthma.",nocancer
"MicroRNAs (miRNAs) play an important role in multiple biological processes and can be used as biomarkers for clinical disease diagnosis, so their detection is of great importance. Here, manganese dioxide (MnO2) nanosheet acts as carrier to deliver DNAzyme probes into cells through endocytosis, where intracellular glutathione (GSH) reduces the MnO2 nanosheet to manganese ions (Mn2+) and releases the probes. The generated Mn2+ can be further used as an effective cofactor to activate the DNAzyme probe, and cleave the DNA strand into two fragments. Then, the miRNA-155 in the cells can hybridize with the cleaved fragment to cause the fluorescence signal change of the probe. The proposed proportional fluorescent method has been applied to the imaging of miRNA-155 in HeLa cells and HepG2 cells with the estimated detection limit (LOD) as 1.6 x 10-12 M. The new method can provide great help for cancer diagnosis and biological research related to miRNA.",nocancer
"The adoptive transfer of T cells that are engineered to express chimeric antigen receptors (CARs) has shown remarkable success in treating B cell malignancies but only limited efficacy against other cancer types, especially solid tumours. Compared with haematological diseases, solid tumours present a unique set of challenges, including a lack of robustly expressed, tumour-exclusive antigen targets as well as highly immunosuppressive and metabolically challenging tumour microenvironments that limit treatment safety and efficacy. Here, we review protein- and cell-engineering strategies that seek to overcome these obstacles and produce next-generation T cells with enhanced tumour specificity and sustained effector function for the treatment of solid malignancies.",nocancer
"The 20S proteasome enzyme complex is involved in the proteolytic degradation of misfolded and oxidatively damaged proteins and is a focus of medical research for the development of compounds with pharmaceutical properties, which are active in cancer cells and/or neurodegenerative diseases. The present study aims to develop a biosensor for investigating the 20S proteasome activity and inhibition by means of electrochemical methods. The 20S proteasome is best immobilized at the electrode surface through bio-affinity interactions with antibodies that target different subunits on the 20S proteasome, enabling the investigation of the effect of an enzyme's orientation on biosensor response. The enzymatic activity is analyzed by fixed potential amperometry with the highest sensitivity of 24 muA cm-2 mM-1 and a LOD of 0.4 muM. The detection principle involves the oxidation of an electroactive probe that is released from the enzyme's substrates upon proteolysis. The most sensitive biosensor is then used to study the multicatalytic activity of the 20S proteasome, i.e. the caspase-, trypsin- and chymotrypsin-like activity, by analyzing the biosensor's sensitivity towards different substrates. The behavior of the immobilized 20S proteasome is investigated as a function of substrate concentration. The kinetic parameters are derived and compared with those obtained when the enzyme was free in solution, with K0.5 values being one to two orders of magnitude lower in the present case. Two 20S inhibitors, epoxomicin and bortezomib, are investigated by analyzing their influence on the 20S biosensor response. The proposed analytical method for proteasome activity and inhibitor screening has the main advantage of being cost-effective compared to the ones typically employed.",nocancer
"BACKGROUND: Papua New Guinea, Pacific Island nations, and Timor-Leste represent a range of island nations with populations ranging from a few thousand to 8 million. They perform on average about 25% of the Lancet Commission of Global Surgery's target 5000 per 100 000 population and their health workforce have significant deficits of trained surgeons and anaesthetists. This study was conducted to determine how the current national health plans of these nations have included surgery and anaesthesia. METHODS: The most recent (as of December 2018) published national health plans of 10 Pacific Island nations (Cook Islands, Fiji, Nauru, Federated States of Micronesia, Kiribati, Samoa, Solomon Islands, Tonga, Tuvalu and Vanuatu), Papua New Guinea and Timor-Leste were reviewed for content and process, searching for key words and identifying themes related to surgery and anaesthesia. RESULTS: There were 12 national health plans with a combined total of 478 pages. There was limited surgical and/or anaesthesia input within the planning process. Injuries, blindness, cancer and non-communicable diseases were included themes, but the potential role of surgical care in addressing these conditions was not well documented. The need for better information and registries was noted by several nations but possible surgical care delivery or outcome metrics were not included. CONCLUSION: There is limited mention of surgical and anaesthesia care planning within current health plans in the Pacific, PNG and TL. There is a need for greater surgical and anaesthesia engagement in future plans with performance measured against World Health Organization core surgical indicators.",nocancer
"Juglone (Jug) is one of the main active substances of Cortex Juglandis Mandshuricae in a folk anti-cancer prescription. Previously, there were few studies on its interaction with DNA and mechanism of action. The present paper studied, the mechanism of action between Jug and calf thymus DNA (ctDNA) by fluorescence spectroscopy, together with ethidium bromide (EB) fluorescence probe, UV-vis absorption spectroscopy, salt effect and ctDNA melting point (Tm) experiment, resonance scattering spectroscopy and molecular docking under the simulated human physiological conditions. The experimental findings indicated that Jug quiescently quenched the fluorescence of EB-ctDNA system, characteristic absorption peak intensity of ctDNA presented a decolorization effect after the interaction of ctDNA and Jug, the interaction with ctDNA enhanced of Jug resonance scattering peak and generated new resonance scattering peak, the salt exerted less effect on the interaction between Jug and ctDNA molecules, and the interaction with Jug increased the Tm value of ctDNA by 5.0  C The binding constant (KA) between Jug and ctDNA was 2.12 x 105 L/mol (310 K) and the number of binding sites (n) was about 1. The interaction between Jug and ctDNA was an entropically driven spontaneous and endothermic process. The results of molecular docking further showed that the naphthoquinone plane was embedded in the region between the two TA bases in the ctDNA groove, and the 5'-hydroxyl and 4-naphthoquinone groups extended to the outside of the ctDNA double helix.",nocancer
"Nine previously proposed segmentation evaluation metrics, targeting medical relevance, accounting for holes, and added regions or differentiating over- and under-segmentation, were compared with 24 traditional metrics to identify those which better capture the requirements for clinical segmentation evaluation. Evaluation was first performed using 2D synthetic shapes to highlight features and pitfalls of the metrics with known ground truths (GTs) and machine segmentations (MSs). Clinical evaluation was then performed using publicly-available prostate images of 20 subjects with MSs generated by 3 different deep learning networks (DenseVNet, HighRes3DNet, and ScaleNet) and GTs drawn by 2 readers. The same readers also performed the 2D visual assessment of the MSs using a dual negative-positive grading of -5 to 5 to reflect over- and under-estimation. Nine metrics that correlated well with visual assessment were selected for further evaluation using 3 different network ranking methods - based on a single metric, normalizing the metric using 2 GTs, and ranking the network based on a metric then averaging, including leave-one-out evaluation. These metrics yielded consistent ranking with HighRes3DNet ranked first then DenseVNet and ScaleNet using all ranking methods. Relative volume difference yielded the best positivity-agreement and correlation with dual visual assessment, and thus is better for providing over- and under-estimation. Interclass Correlation yielded the strongest correlation with the absolute visual assessment (0-5). Symmetric-boundary dice consistently yielded good discrimination of the networks for all three ranking methods with relatively small variations within network. Good rank discrimination may be an additional metric feature required for better network performance evaluation.",nocancer
"A major emphasis in precision medicine is to optimally treat subgroups of patients who may benefit from certain therapeutic agents. And as such, enormous resources and innovative clinical trials designs in oncology are devoted to identifying predictive biomarkers. Predictive biomarkers are ones that will identify patients that are more likely to respond to specific therapies and they are usually discovered through retrospective analysis from large randomized phase II or phase III trials. One important design to consider is the stratified biomarker design, where patients will have their specimens obtained at baseline and the biomarker status will be assessed prior to random assignment. Regardless of their biomarker status, patients will be randomized to either an experimental arm or the standard of care arm. The stratified biomarker design can be used to test for a treatment-biomarker interaction in predicting a time-to event outcome. Many biomarkers, however, are derived from tissues from patients, and their levels may be heterogeneous. As a result, biomarker levels may be measured with error and this would have an adverse impact on the power of a stratified biomarker clinical trial. We present a trial design and an analysis framework for the stratified biomarker design. We show that the naive test is biased and provide bias-corrected estimators for computing the sample size and the 95% confidence interval when testing for a treatment-biomarker interaction in predicting a time to event outcome. We propose a sample size formula that adjusts for misclassification and apply it in the design of a phase III clinical trial in renal cancer.",nocancer
"HIV is a pandemic and continuously raises problem across the world. This disease puts an immense pressure on treatment modalities. There are only few clinically accepted drugs available for the treatment and few molecules under clinical development. Although, the antiretroviral drugs give reliable and positive response on control of virus replication but during the long treatment, it has been affirmed that there are number of side effects. With recent advancements in biotechnology, nanomaterials such as gold and silver etc. are proving to be a game changer in targeted drug delivery treatment. As gold nanoparticles (AuNPs) are biocompatible natural excipients, a lot of scientists are very eager to investigate more about the immune effects of AuNPs to create a safe and cost effective treatment that could potentially help in the reduction of numerous toxic effects present in the existing treatments of various critical diseases like cancer and HIV etc. In this context, the present hypothesis recommends the use of combination drug delivery strategy based on gold nanoparticles that could pave the way to overcome adverse results of existing delivery techniques of antiretroviral drugs to treat HIV. This review also highlights the fact that a proper development of this gold nanoparticle combination antiretroviral drug delivery approach will not only help to suppress the virus multiplication but also target the viral entry area by attaching with gp120 (glycoprotein 120), and inhibit the binding with CD4 (Cluster of differentiation 4) T cells.",nocancer
"Arsenic trioxide (ATO) has been shown to have antitumor effect in different tumors, although the underlying mechanisms are not fully understood. Autophagy plays a critical role in tumorigenesis and cancer therapy and has been found to be activated by ATO in different cells. However, the role of autophagy in the antitumor effect of ATO has not yet been elucidated. In this study, we investigated the role of autophagy in the antiangiogenic effect of ATO in human umbilical vein endothelial cells (HUVECs) in vitro and its underlying mechanism. Our data showed that ATO suppresses angiogenesis and induces autophagy in HUVECs through upregulation of forkhead box protein O3 (FoxO3a). Co-incubated with autophagy inhibitor or knockdown of FoxO3a effectively inhibited ATO-induced autophagy and reversed the antiangiogenic effect of ATO, indicating that ATO-induced autophagy plays an antiangiogenic role in HUVECs. Our results highlight the importance of autophagy in the antiangiogenic effect of ATO and provide an improved understanding of the function of ATO.",nocancer
"It has been suggested that sugar intake may play a role in the development of atherosclerosis. However, studies on this matter are lacking. Intima media thickness (IMT) is a well-established measurement of subclinical atherosclerosis. This study aimed to investigate the cross-sectional association between sugar intake (i.e., added, free and total sugar and sugar-rich foods and beverages) and IMT. Our study comprised 5269 individuals (45-73 years, 40% men) of the Malmo Diet and Cancer Study, a population-based cohort conducted in Sweden with data collected from 1991 to 1994. Measurements of IMT were performed with B-mode ultrasound at the right common carotid artery (IMTcca) and the bifurcation of the carotids (IMTbif). Dietary intake was estimated using a combination of a 7-day food record, diet questionnaire and interview. After adjusting for methodological, lifestyle and dietary confounders, no statistically significant associations were observed for any of the sugar intake variables and IMT. For example, added sugar intake presented no significant linear association with IMTcca or IMTbif (Ptrends: IMTcca 0.81 for men and 0.98 for women and IMTbif 0.20 for men and 0.40 for women). In conclusion, we found no clear association between sugar intake and IMT measurements in this study.",nocancer
"Dust samples were collected from roads of five distinct types of land use zones (National Highway, residential areas, sensitive areas, mining areas, and busy traffic areas) of Dhanbad to determine the pollution characteristics, health risk, and identifying the source of trace elements. The dust samples were segregated into <= 60 microm and trace elements like Cd, Cr, Cu, Fe, Mn, Ni, Pb, and Zn were analysed. Concentrations of Cd, Cr, Cu, Fe, and Mn were observed highest in the mining areas, whereas Ni, Pb, and Zn presented higher concentration values at National Highway and busy traffic zones. Cd showed highest geo-accumulation index (Igeo), contamination factor (Cf), and ecological risk (ER) among all the trace elements. The health risk assessment model was performed to assess the health effects of carcinogenic and non-carcinogenic pollutants caused due to multi-elemental exposure on adults and children. The significantly higher HQ (Hazard Quotient) and HI (Hazard Index) values posed by Cr, Fe, and Mn indicated potential non-carcinogenic risks to the people of Dhanbad. Similarly, values of CR (Cancer Risk) for Cd, Cr and Ni were within the range of 10-6-10-4, which indicated to cause carcinogenic risk to the population by the exposure of road dust. Principal Component Analysis (PCA) and Pearson correlation showed that coal mining activities in Jharia coalfield, coal-based industries like coke-oven plants, coal washeries and heavy vehicular load in the roads of Dhanbad were the major causes of emission of these trace elements.",nocancer
"Single nucleotide variants (SNVs) have emerged as increasingly important biomarkers, particularly in the diagnosis and prognosis of cancers. However, most SNVs are rarely detected in blood samples from cancer patients as they are surrounded by abundant concomitant wild-type nucleic acids. Herein, we design a system that features a combination of competitive DNA probe system (CDPS) and duplex-specific nuclease (DSN) that we referred to as CAD. A theoretical model was established for the CAD system based on reaction networks. Guided by the theoretical model, we found that a minor loss in sensitivity significantly improved the specificity of the system, thus creating a theoretical discrimination factor (DF) > 100 for most conditions. This non-equivalent tradeoff between sensitivity and specificity provides a new concept for the analysis of rare DNA-sequence variants. As a demonstration of practicality, we applied as-proposed CAD system to identify low variant allele frequency (VAF) in a synthetic template (0.1% VAF) and human genomic DNA (1% VAF). This work promises complete guidance for the design of enzyme-based nucleic acid analysis.",nocancer
"Since glyphosate was classified as potentially carcinogenic by the International Agency for Research on Cancer, public debate regarding the environmental impact and health risks from its use has intensified. Almost all regulatory agencies throughout the world have concluded that the judicious use of glyphosate does not pose risks to the environment and human health. However, on the last day of 2020 the Mexican government decreed a ban of this herbicide beginning January, 2024. In current Mexican agriculture there are no safer chemical and/or other weed management technologies that allow for the economical substitution of glyphosate for weed control. Many Mexican weed scientists agree that glyphosate use should be reduced, but not banned outright. This decree could have more negative economic and social consequences as well as environmental and human health risks than benefits, which could compromise the country's food and public security. Crop yields are projected by some to decline by up to 40% with this ban, increasing food prices, making food less accessible to low-income consumers. In addition, a black market for the smuggling and illegal sale of glyphosate is possible. The possible environmental, economic and social impacts caused by the glyphosate ban in Mexico are discussed, emphasizing on weed management. This article is protected by copyright. All rights reserved.",nocancer
"Oral organoids are complex 3-dimensional structures that develop from stem cells or organ-specific progenitors through a process of self-organization and re-create architectures and functionalities similar to in vivo organs and tissues in the oral and maxillofacial region. Recently, striking advancements have been made in the construction and application of oral organoids of the tooth, salivary gland, and tongue. Dental epithelial and mesenchymal cells isolated from tooth germs or derived from pluripotent stem cells could generate tooth germ-like organoids by self-organization in a specific culture system. Tooth organoids can also be constructed based on tissue engineering principles by seeding stem cells on a scaffold with the bioregulatory functions of odontogenic differentiation. Two main approaches have been used to construct salivary gland organoids: 1) incubation of salivary gland-derived stem/progenitor cells in a 3-dimensional culture system to form the structure of the gland through mimicking regenerative processes and 2) inducing of pluripotent stem cells to generate embryonic salivary glands by replicating the development process. Taste bud organoids can be generated by embedding isolated circumvallate papilla tissue in Matrigel with a mixture of growth factors, while lingual epithelial organoids have been constructed using lingual stem cells in a suitable culture system containing specific signaling molecules. These oral organoids usually maintain the main functions and characteristic structures of the corresponding organ to a certain extent. Furthermore, using cells isolated from patients, oral organoids could replicate specific diseases such as maxillofacial tumors and tooth dysplasia. Until now, oral organoids have been applied in the study of mechanisms of tooth development, pathology and regeneration of the salivary gland, and precision therapeutics for tongue cancer. These findings strongly demonstrate that the organoid technique is a novel paradigm for the study of the development, pathology, and regeneration of oral and maxillofacial tissue.",nocancer
"BACKGROUND: MicroRNAs (miRNAs) function in post-transcriptional regulation of gene expression by binding to target messenger RNAs (mRNAs). Because of the key part that miRNAs play, understanding the correct regulatory role of miRNAs in diverse patho-physiological conditions is of great interest. Although it is known that miRNAs act combinatorially to regulate genes, precise identification of miRNA-gene interactions and their specific functional roles in regulatory comodules remains a challenge. We developed THEIA, an effective method for simultaneously predicting miRNA-gene interactions and regulatory comodules, which group functionally related miRNAs and genes via non-negative matrix factorization (NMF). RESULTS: We apply THEIA to RNA sequencing data from breast invasive carcinoma samples and demonstrate its effectiveness in discovering biologically significant regulatory comodules that are significantly enriched in spatial miRNA clusters, biological pathways, and various cancers. CONCLUSIONS: THEIA is a theoretically rigorous optimization algorithm that simultaneously predicts the strength and direction (i.e., up-regulation or down-regulation) of the effect of modules of miRNAs on a gene. We posit that if THEIA is capable of recovering known clusters of genes and miRNA, then the clusters found by our method not previously identified by literature are also likely to have biological significance. We believe that these novel regulatory comodules found by our method will be a springboard for further research into the specific functional roles of these new functional ensembles of miRNAs and genes,especially those related to diseases like breast cancer.",nocancer
"Intestinal mucositis remains one of the most debilitating side effects related to chemotherapy. The onset and persistence of mucositis is an intricate physiological process involving cross-communication between the specific chemotherapeutic drug, the immune system, and gut microbes that results in a loss of mucosal integrity leading to gut-barrier dysfunction. Intestinal mucositis has a severe impact on a patient's quality of life and negatively influences the outcome of treatment. Most importantly, intestinal mucositis is a major contributor to the decreased survival rates and early onset of death associated with certain chemotherapy treatments. Understanding the pathophysiology and symptomology of intestinal mucositis is important in reducing the negative consequences of this condition. Prophylaxis, early diagnosis, and proper symptom management are essential to improved survival outcomes in cancer patients. This review focuses on the pathobiology of intestinal mucositis that accompanies chemotherapy treatments. In addition, we will discuss the therapeutic potential of select strategies that have shown promise in mitigating chemotherapies' off-target effects without hampering their anti-cancer efficacy.",nocancer
"Carbonic anhydrase IX (hCAIX) is a membrane-spanning metalloenzyme, encoded by CA9 gene, which can lead to various carcinomas if upregulated. Due to its overexpression in many cancer tissues, hCAIX has become a promising target for developing anticancer therapeutics. Furthermore, several classes of small-molecules have shown to inhibit the hCAIX expression. In this study, therefore, we screened (n = 42) plant-derived compounds to identify the most potent hCAIX inhibitors and to understand their interactions with hCAIX and drug candidacy through in silico approaches. Among all, only 3 compounds (i.e., fraxoside, scopolin, and xanthone,) provided higher binding affinity towards hCAIX protein as compared to the native ligand. In standard docking, scopolin showed -4.97 kcal/mol of binding energy with hCAIX while control ligand provided -4.45 kcal/mol. In precise docking, the highest binding affinity was found for fraxoside (-7.67 kcal/mol) as compared to -3.04 kcal/mol of the control. The Gibbs free energy (DeltaG) of these potent leads was also consistent and in support of the docking studies. The binding interactions were also found to be stable in dynamics simulation. Furthermore, analysis of protein-protein interactions and co-expression revealed the possible association of CA9 gene with other tumorous genes, especially angiogenesis factor HIF1A which will most likely be affected by the identified inhibitors. With further experimental validation, therefore, these potential inhibitors could be effective against hCAIX protein, thereby, paving the way for prospective anticancer therapeutics.",nocancer
"Cellular senescence is a heterogeneous process guided by genetic, epigenetic and environmental factors, characterizing many types of somatic cells. It has been suggested as an aging hallmark that is believed to contribute to aging and chronic diseases. Senescent cells (SC) exhibit a specific senescence-associated secretory phenotype (SASP), mainly characterized by the production of proinflammatory and matrix-degrading molecules. When SC accumulate, a chronic, systemic, low-grade inflammation, known as inflammaging, is induced. In turn, this chronic immune system activation results in reduced SC clearance thus establishing a vicious circle that fuels inflammaging. SC accumulation represents a causal factor for various age-related pathologies. Targeting of several aging hallmarks has been suggested as a strategy to ameliorate healthspan and possibly lifespan. Consequently, SC and SASP are viewed as potential therapeutic targets either through the selective killing of SC or the selective SASP blockage, through natural or synthetic compounds. These compounds are members of a family of agents called senotherapeutics divided into senolytics and senomorphics. Few of them are already in clinical trials, possibly representing a future treatment of age-related pathologies including diseases such as atherosclerosis, osteoarthritis, osteoporosis, cancer, diabetes, neurodegenerative diseases such as Alzheimer's disease, cardiovascular diseases, hepatic steatosis, chronic obstructive pulmonary disease, idiopathic pulmonary fibrosis and age-related macular degeneration. In this review, we present the already identified senolytics and senomorphics focusing on their redox-sensitive properties. We describe the studies that revealed their effects on cellular senescence and enabled their nomination as novel anti-aging agents. We refer to the senolytics that are already in clinical trials and we present various adverse effects exhibited by senotherapeutics so far. Finally, we discuss aspects of the senotherapeutics that need improvement and we suggest the design of future senotherapeutics to target specific redox-regulated signaling pathways implicated either in the regulation of SASP or in the elimination of SC.",nocancer
"Targeting of low-oxygen (hypoxic) environments found in many tumors using redox-active metal complexes is a strategy that can enhance efficacy and reduce side effects of chemotherapies. We have developed a series of Cu(II) complexes with tridentate pyridine aminophenolate-based ligands for preferential activation in the reduction window provided by hypoxic tissues. Furthermore, ligand functionalization with a CF3 pendant group provides a 19F spectroscopic handle for magnetic resonance studies of redox processes at the metal centre and behaviour in cellular environments. The phenol group in the ligand backbone was substituted at the para-position with H, Cl, and NO2    to modulate the reduction potential of the Cu(II) centre, giving a range of values below the window expected for hypoxic tissues. The NO2 substituted complex, which has the highest reduction potential, showed enhanced cytotoxic selectivity towards HeLa cells grown in hypoxic conditions. Cell death occurs via apoptosis, as determined by cell morphology analysis. A combination of 19F NMR and ICP-OES indicates localization of the NO2 complex in HeLa cell nuclei and increased cellular accumulation under hypoxia. This correlates with DNA nuclease activity being the likely origin of cytotoxic activity, as demonstrated by cleavage of DNA plasmids in the presence of the Cu(II) nitro complex and a reducing agent. Selective detection of the paramagnetic Cu(II) complexes and their diamagnetic ligands through 19F MRI suggests hypoxia targeting theranostic applications via redox activation.",nocancer
"PURPOSE: Accurate recording of diagnosis (DX) data in electronic health records (EHRs) is important for clinical practice and learning health care. Previous studies show statistically stable patterns of data entry in EHRs that contribute to inaccurate DX, likely because of a lack of data entry support. We conducted qualitative research to characterize the preferences of oncological care providers on cancer DX data entry in EHRs during clinical practice. METHODS: We conducted semistructured interviews and focus groups to uncover common themes on DX data entry preferences and barriers to accurate DX recording. Then, we developed a survey questionnaire sent to a cohort of oncologists to verify the generalizability of our initial findings. We constrained our participants to a single specialty and institution to ensure similar clinical backgrounds and clinical experience with a single EHR system. RESULTS: A total of 12 neuro-oncologists and thoracic oncologists were involved in the interviews and focus groups. The survey developed from these two initial thrusts was distributed to 19 participants yielding a 94.7% survey response rate. Clinicians reported similar user interface experiences, barriers, and dissatisfaction with current DX entry systems including repetitive entry operations, difficulty in finding specific DX options, time-consuming interactions, and the need for workarounds to maintain efficiency. The survey revealed inefficient DX search interfaces and challenging entry processes as core barriers. CONCLUSION: Oncologists seem to be divided between specific DX data entry and time efficiency because of current interfaces and feel hindered by the burdensome and repetitive nature of EHR data entry. Oncologists' top concern for adopting data entry support interventions is ensuring that it provides significant time-saving benefits and increasing workflow efficiency. Future interventions should account for time efficiency, beyond ensuring data entry effectiveness.",nocancer
"Quinoline is one of the most important and versatile nitrogen heterocycles embodied in several biologically active molecules. Within the numerous quinolines developed as antiproliferative agents, this review is focused on compounds interfering with DNA structure or with proteins/enzymes involved in the regulation of double helix functional processes. In this light, a special focus is given to the quinoline compounds, acting with classical/well-known mechanisms of action (DNA intercalators or Topoisomerase inhibitors). In particular, the quinoline drugs amsacrine and camptothecin (CPT) have been studied as key lead compounds for the development of new agents with improved PK and tolerability properties. Moreover, notable attention has been paid to the quinoline molecules, which are able to interfere with emerging targets involved in cancer progression, as G-quadruplexes or the epigenetic ones (e.g.: histone deacetylase, DNA and histones methyltransferase). The antiproliferative and the enzymatic inhibition data of the reviewed compounds have been analyzed. Furthermore, concerning the SAR (structure-activity relationship) aspects, the most recurrent ligand-protein interactions are summarized, underling the structural requirements for each kind of mechanism of action.",nocancer
"PURPOSE: The purpose of this study was to evaluate the performance of three common deformable image registration (DIR) packages across algorithms and institutions. METHODS AND MATERIALS: The Deformable Image Registration Evaluation Project (DIREP) provides ten virtual phantoms derived from computed tomography (CT) datasets of head-and-neck cancer patients over a single treatment course. Using the DIREP phantoms, DIR results from 35 institutions were submitted using either Velocity, MIM, or Eclipse. Submitted deformation vector fields (DVFs) were compared to ground-truth DVFs to calculate target registration error (TRE) for six regions of interest (ROIs). Statistical analysis was performed to determine the variability between each DIR software package and the variability of users within each algorithm. RESULTS: Overall mean TRE was 2.04 +- 0.35 mm for Velocity, 1.10 +- 0.29 mm for MIM, and 2.35 +- 0.15 mm for Eclipse. The MIM mean TRE was significantly different than both Velocity and Eclipse for all ROIs. Velocity and Eclipse mean TREs were not significantly different except for when evaluating the registration of the cord or mandible. Significant differences between institutions were found for the MIM and Velocity platforms. However, these differences could be explained by variations in Velocity DIR parameters and MIM software versions. CONCLUSIONS: Average TRE was shown to be <3 mm for all three software platforms. However, maximum errors could be larger than 2 cm indicating that care should be exercised when using DIR. While MIM performed statistically better than the other packages, all evaluated algorithms had an average TRE better than the largest voxel dimension. For the phantoms studied here, significant differences between algorithm users were minimal suggesting that the algorithm used may have more impact on DIR accuracy than the particular registration technique employed. A significant difference in TRE was discovered between MIM versions showing that DIR QA should be performed after software upgrades as recommended by TG-132.",nocancer
"Hyperlipidemia causes diseases like cardiovascular disease, cancer, Type II Diabetes and Alzheimer's disease. Drugs that specifically target HL associated diseases are required for treatment. 34 KEGG pathways targeted by lipid lowering drugs were used to construct a directed protein-protein interaction network and driver nodes were determined using CytoCtrlAnalyser plugin of Cytoscape 3.6. The involvement of driver nodes of HL in other diseases was verified using GWAS. The central nodes of the network and 34 overrepresented pathways had a critical role in Hyperlipidemia. The PI3K-AKT signalling pathway, non-essentiality, non-centrality and approved drug target status were the predominant features of the driver nodes. Next, a Random Forest classifier was trained on 1445 molecular descriptors calculated using PaDEL for 50 approved lipid lowering and 84 lipid raising drugs as the positive and negative training set respectively. The classifier showed average accuracy of 76.8 % during 5-fold cross validation with AUC of 0.79 +- 0.06 for the ROC curve. The classifier was applied to select molecules with favourable properties for lipid lowering from the 130 approved drugs interacting with the identified driver nodes. We have integrated diverse network data and machine learning to predict repurposing of nine drugs for treatment of HL associated diseases.",nocancer
"Iron is an essential element for life, as it is critical for oxygen transport, cellular respiration, DNA synthesis, and metabolism. Disruptions in iron metabolism have been associated with several complex diseases like diabetes, cancer, infection susceptibility, neurodegeneration, and others; however, the molecular mechanisms linking iron metabolism with these diseases are not fully understood. A commonly used model to study iron deficiency (ID) is yeast, Saccharomyces cerevisiae. Here, we used quantitative (phospho)proteomics to explore the early (4 and 6 h) and late (12 h) response to ID. We showed that metabolic pathways like the Krebs cycle, amino acid, and ergosterol biosynthesis were affected by ID. In addition, during the late response, several proteins related to the ubiquitin-proteasome system and autophagy were upregulated. We also explored the proteomic changes during a recovery period after 12 h of ID. Several proteins recovered their steady-state levels, but some others, such as cytochromes, did not recover during the time tested. Additionally, we showed that autophagy is active during ID, and some of the degraded proteins during ID can be rescued using KO strains for several key autophagy genes. Our results highlight the complex proteome changes occurring during ID and recovery. This study constitutes a valuable data set for researchers interested in iron biology, offering a temporal proteomic data set for ID, as well as a compendium the proteomic changes associated with episodes of iron recovery.",nocancer
"MOTIVATION: Identification of interactions between bioactive small molecules and target proteins is crucial for novel drug discovery, drug repurposing and uncovering off-target effects. Due to the tremendous size of the chemical space, experimental bioactivity screening efforts require the aid of computational approaches. Although deep learning models have been successful in predicting bioactive compounds, effective and comprehensive featurization of proteins, to be given as input to deep neural networks, remains a challenge. RESULTS: Here, we present a novel protein featurization approach to be used in deep learning-based compound-target protein binding affinity prediction. In the proposed method, multiple types of protein features such as sequence, structural, evolutionary and physicochemical properties are incorporated within multiple 2-D vectors, which is then fed to state-of-the-art pairwise input hybrid deep neural networks to predict the real-valued compound-target protein interactions. The method adopts the proteochemometric approach, where both the compound and target protein features are employed at the input level to model their interaction. The whole system is called MDeePred and it is a new method to be used for the purposes of computational drug discovery and repositioning. We evaluated MDeePred on well-known benchmark datasets and compared its performance with the state-of-the-art methods. We also performed in vitro comparative analysis of MDeePred predictions with selected kinase inhibitors' action on cancer cells. MDeePred is a scalable method with sufficiently high predictive performance. The featurization approach proposed here can also be utilized for other protein-related predictive tasks. AVAILABILITY: The source code, datasets, additional information and user instructions of MDeePred are available at https://github.com/cansyl/MDeePred. CONTACT: vatalay@metu.edu.tr. SUPPLEMENTARY INFORMATION: Supplementary data are available at Bioinformatics online.",nocancer
