text,class
"The present research work is designed to prepare and evaluate piperine liposomes and piperine-chitosan-coated liposomes for oral delivery. Piperine (PPN) is a water-insoluble bioactive compound used for different diseases. The prepared formulations were evaluated for physicochemical study, mucoadhesive study, permeation study and in vitro cytotoxic study using the MCF7 breast cancer cell line. Piperine-loaded liposomes (PLF) were prepared by the thin-film evaporation method. The selected liposomes were coated with chitosan (PLFC) by electrostatic deposition to enhance the mucoadhesive property and in vitro therapeutic efficacy. Based on the findings of the study, the prepared PPN liposomes (PLF3) and chitosan coated PPN liposomes (PLF3C1) showed a nanometric size range of 165.7 +- 7.4 to 243.4 +- 7.5, a narrow polydispersity index (>0.3) and zeta potential (-7.1 to 29.8 mV). The average encapsulation efficiency was found to be between 60 and 80% for all prepared formulations. The drug release and permeation study profile showed biphasic release behavior and enhanced PPN permeation. The in vitro antioxidant study results showed a comparable antioxidant activity with pure PPN. The anticancer study depicted that the cell viability assay of tested PLF3C2 has significantly (p < 0.001)) reduced the IC50 when compared with pure PPN. The study revealed that oral chitosan-coated liposomes are a promising delivery system for the PPN and can increase the therapeutic efficacy against the breast cancer cell line.",nocancer
"Mesenchymal stem cells (MSCs) are recognized as promising drug delivery vesicles. However, the limitation of drug loading capacity and safety considerations are two obstacles to the further application of MSCs. Here, we report MSC membrane-coated mesoporous silica nanoparticles (MSN@M) that maintain the active stealth and self-positioning drug delivery abilities of MSCs and resolve issues related to MSCs-mediated drug delivery. MSN@M was established through uniformly integrating MSC membrane onto a mesoporous silica nanoparticle (MSN) core by sonication. Reduced clearance of phagocytes mediated by CD47 marker on MSC membrane was observed in vitro, which explained the only ~25% clearance rate of MSN@M compared with MSN in vivo within 24 h. MSN@M also showed stronger tumor targeting and penetration ability compared with MSN in HepG2 tumor bearing mice. Simultaneously, MSN@M exhibited strong capacity for drug loading and sustained drug release ability of MSN when loaded with doxorubicin (DOX), the drug loading of MSN@M increased ~5 folds compared with MSC membrane. In HepG2 xenograft mice, DOX-loaded MSN@M effectively inhibited the growth of tumors and decreased the side effects of treatment by decreasing the exposure of other tissues to DOX. Consequently, our MSN@M may serve as alternative vesicles for MSCs and provide more options for antitumor treatment.",nocancer
"Peroxalate CL as an energy source to excite photosensitizers has attracted tremendous attention in photodynamic therapy (PDT). In this work, peroxyoxalate CPPO and hypocrellin B (HB)-based nanoparticles (CBNPs) for ultrasound (US)-enhanced self-exciting PDT were designed and prepared. CBNPs showed an excellent therapeutic effect against cancer cells with the assistance of US. This US-enhanced-chemiluminescence system avoids the dependence on external light and provides an example for inspiring more effective and precise strategies for cancer treatment.",nocancer
"Extracellular vesicles (EVs) are cell-derived vesicles important in intercellular communication that play an essential role in host-pathogen interactions, spreading pathogen-derived as well as host-derived molecules during infection. Pathogens can induce changes in the composition of EVs derived from the infected cells and use them to manipulate their microenvironment and, for instance, modulate innate and adaptive inflammatory immune responses, both in a stimulatory or suppressive manner. Gastric cancer is one of the leading causes of cancer-related deaths worldwide and infection with Helicobacter pylori (H. pylori) is considered the main risk factor for developing this disease, which is characterized by a strong inflammatory component. EVs released by host cells infected with H. pylori contribute significantly to inflammation, and in doing so promote the development of disease. Additionally, H. pylori liberates vesicles, called outer membrane vesicles (H. pylori-OMVs), which contribute to atrophia and cell transformation in the gastric epithelium. In this review, the participation of both EVs from cells infected with H. pylori and H. pylori-OMVs associated with the development of gastric cancer will be discussed. By deciphering which functions of these external vesicles during H. pylori infection benefit the host or the pathogen, novel treatment strategies may become available to prevent disease.",nocancer
"Maloplatin-B, a cisplatin-based complex, namely [Pt(A-BOD)(NH3)2](NO3) (Pt-A-BOD) with a pendant boron-dipyrromethene (BODIPY) moiety, where HA-BOD is a methyl malonyl chloride derived monostyryl BODIPY ligand, was designed and developed as near-IR light (600-720 nm) organelle-targeting photodynamic therapy agent. The complex [Pt(acac)(NH3)2](NO3) (Pt-Ac) was used as a control. Pt-A-BOD displayed an absorption band at 616 nm (epsilon = 2.9 x 104 M-1 cm-1) in 10% dimethyl sulfoxide/Dulbecco's Modified Eagle's Medium (DMSO/DMEM, pH 7.2). This complex displayed a broad emission band within 650-850 nm with a lambdaem value of 720 nm in 10% DMSO-DMEM (pH 7.2) upon excitation (lambdaex) at 615 nm with a large Stokes shift. The fluorescence quantum yield (PhiF) value for Pt-A-BOD is 0.032 and for the ligand HA-BOD is 0.24. The BODIPY complex and ligand showed the formation of singlet oxygen as the ROS (reactive oxygen species) on irradiation with near-IR red light of 660 nm, as evidenced from a 1,3-diphenylisobenzofuran (DPBF) assay. The complex displayed remarkable apoptotic NIR light-induced PDT activity with half-maximum inhibitory concentration values (IC50) of 1.6-2.4 muM in A549 lung and HeLa cervical cancer cells, while it was less active in the dark. The cellular ROS generation by the complex in red light was ascertained by a DCFDA (2',7'-dichlorofluorescein diacetate) assay. Cellular imaging showed its localization primarily in the mitochondria of A549 cancer cells. The JC1 and Annexin-V FITC/PI assays carried out for A549 cancer cells treated with the BODIPY complex showed the alteration of mitochondrial membrane potential and apoptotic cell death on near-IR red light (600-720 nm) irradiation, respectively.",nocancer
"The aim of this study is to evaluate the dosimetric impact of gadolinium contrast medium (Gadovist) in a transverse MR-Linac system using Monte Carlo methods. The dose distributions were calculated using two heterogeneous multi-layer phantoms consisting of Gadovist, water, bone, and lung. The photon beam was irradiated with a filed size of 5 x 5 cm2, and a transverse magnetic field of 0-3.0 T was applied perpendicular to the incident photon beam. Next, dose distributions for brain, head and neck (H&N), and lung cancer patients were calculated using a patient voxel-based phantom with and without replacing the patient's GTV with Gadovist. The dose at the water-Gadovist interface increased by 8% without a magnetic field. A similar dose increment was observed at 0.35 T. In contrast, the dose increment at the water-Gadovist interface was small at 1.5 T and a dose decrement of 5% was observed at 3.0 T. The dose variation at the lung-Gadovist interface was larger than that at the water-Gadovist interface. The mass collision stopping power ratio for Gadovist was 7% lower than that for water, whereas, the electron fluence spectra at the water-Gadovist interface increased by 17.5%. In a patient study, Gadovist increased the Dmean for brain, H&N, and lung cancer patients by 0.65-8.9%. The dose variation due to Gadovist grew large in the low-dose region in H&N and lung cancer. The GTV dose variation due to Gadovist in all treatment site was below 2% at 0-3 T if the Gadovist concentration was lower than 0.2 mmol/ml-1.",nocancer
"Aim: Superparamagnetic cubic iron oxide nanoparticles (IONPs) were synthesized and functionalized with meso-2,3-dimercaptosuccinic acid (DMSA) as a potential agent for cancer treatment. Methods: Monodisperse cubic IONPs with a high value of saturation magnetization were synthesized by thermal decomposition method and functionalized with DMSA via ligand exchange reaction, and their cytotoxic effects on HeLa cells were investigated. Results: DMSA functionalized cubic IONPs with an edge length of 24.5 +- 1.9 nm had a specific absorption rate value of 197.4 W/gFe (15.95 kA/m and 488 kHz) and showed slight cytotoxicity on HeLa cells when incubated with 3.3 x 1010, 6.6 x 1010 and 9.9 x 1010 NP/mL for 24, 48 and 72 h. Conclusion: To the best of our knowledge, this is the first study to investigate both the cytotoxic effects of DMSA-coated cubic IONPs on HeLa cells and hyperthermia performance of these nanoparticles.",nocancer
"Tyrosyl-DNA phosphodiesterase 1 (Tdp1) is a promising target for anticancer therapy due to its ability to counter the effects topoisomerase 1 (Top1) poison, such as topotecan, thus, decreasing their efficacy. Compounds containing adamantane and monoterpenoid residues connected via 1,2,4-triazole or 1,3,4-thiadiazole linkers were synthesized and tested against Tdp1. All the derivatives exhibited inhibition at low micromolar or nanomolar concentrations with the most potent inhibitors having IC50 values in the 0.35-0.57 microM range. The cytotoxicity was determined in the HeLa, HCT-116 and SW837 cancer cell lines; moderate CC50 (microM) values were seen from the mid-teens to no effect at 100 microM. Furthermore, citral derivative 20c, alpha-pinene-derived compounds 20f, 20g and 25c, and the citronellic acid derivative 25b were found to have a sensitizing effect in conjunction with topotecan in the HeLa cervical cancer and colon adenocarcinoma HCT-116 cell lines. The ligands are predicted to bind in the catalytic pocket of Tdp1 and have favorable physicochemical properties for further development as a potential adjunct therapy with Top1 poisons.",nocancer
"Encapsulation of small molecule drugs in long-circulating lipid nanoparticles (LNPs) can reduce toxic side effects and enhance accumulation at tumor sites. A fundamental problem, however, is the slow release of encapsulated drugs from these liposomal systems at the disease site resulting in limited therapeutic benefit. Methods to trigger release at specific sites are highly warranted. Here, it is demonstrated that incorporation of ultraviolet (UV-A) or red-light photoswitchable-phosphatidylcholine analogs (AzoPC and redAzoPC) in conventional LNPs generates photoactivatable LNPs (paLNPs) having comparable structural integrity, drug loading capacity, and size distribution to the parent DSPC-cholesterol liposomes. It is shown that 65-70% drug release (doxorubicin) can be induced from these systems by irradiation with pulsed light based on trans-to-cis azobenzene isomerization. In vitro it is confirmed that paLNPs are non-toxic in the dark but convey cytotoxicity upon irradiation in a human cancer cell line. In vivo studies in zebrafish embryos demonstrate prolonged blood circulation and extravasation of paLNPs comparable to clinically approved formulations, with enhanced drug release following irradiation with pulsed light. Conclusively, paLNPs closely mimic the properties of clinically approved LNPs with the added benefit of light-induced drug release making them promising candidates for clinical development.",nocancer
"PM2.5 and PM10 fugitive dust samples from multiple sources (construction, demolition, industrial, agricultural fields, and bare ground) were collected in triplicate for each size bin, from 18 distinct locations in and around Bhopal, central India. The dust samples were dried, sieved, and re-suspended in a chamber fitted with a suitable sampling system, to collect PM2.5 and PM10 samples onto Teflon and Quartz filters. The filters were subjected to gravimetric and chemical analyses. Trace elements, water-soluble ions, and thermal-optical carbon fractions were quantified using a variety of analyses. These species were then used to develop PM10 and PM2.5 chemical source profiles of the fugitive dust sources. As expected, crustal species were abundant in all source categories. For industrial dust, Fe contribution to mass in both size fractions was about 11.4% and above the upper continental crustal abundance. Further, the source profiles generated for each source were different from their counterparts in the US EPA SPECIATE database and profiles reported in literature. Thus, it will be useful to utilize profiles generated in this study to enhance receptor model performance for the study region. However, collinearity analysis of the profiles revealed that PM10 agricultural and bare ground dust; and PM2.5 construction and demolition dust profile pairs may not be separated by receptor models. Finally, a human health risk assessment revealed that construction and industrial dust may pose significant risk to the population. The Incremental Lifetime Cancer Risk (ILCR) metric revealed that adults (2 x 10-5) and children (1 x 10-5) were susceptible to cancer risk from exposure to metals in PM2.5 fugitive dust. Further, children were more vulnerable than adults. This finding merits further investigation of oxidation state and solubility/bioavailability of Cr and Ni in fugitive dusts.",nocancer
"In this study, mesoporous silica nanocarriers were synthesized from natural sources such as rice and wheat husk for drug delivery application. First, the biogenic silica in cereals husk was extracted by acid leaching and then converted to sodium silicate as a silica precursor. Mesoporous silica nanoparticles were then synthesized by adding sodium silicate to the template mixture by continuous and discrete modes during the sol-gel process. The effects of natural sources type and precursor addition method on nanocarriers' morphological and physicochemical properties were investigated by XRD, FT-IR, BET and SEM analysis. Our results showed rice husk-based spherical nanocarriers were more crystalline with slit-shaped pores, while wheat husk-based nanocarriers had been composed of spherical nanoparticles with narrow cylindrical pores. The results also showed that by adding the precursor discretely, their hydrophilicity, particle size and pore size increased compared with the continuous mode, probably due to the high initial concentration of the precursor in the reaction mixture. Doxorubicin (Dox), as a model anticancer drug was loaded into the nanocarriers, and the drug release behavior was studied at two different pH values (7.4 and 5.4). In general, the accumulated released drug at pH 5.4 was approximately twice as much as pH 7.4 due to the higher solubility of doxorubicin at acidic environment. Also, the accumulated released drug at pH 5.4 for nanocarriers which had been synthesized by discrete mode, was higher than continuous mode, due to the larger pore diameter of them. The biocompatibility and cytotoxicity of nanocarriers and Dox-loaded nanocarriers were also investigated on the HFF-2 and MCF-7 cell lines, respectively. Moreover, apoptosis, as the mechanism of cell death, was evaluated by morphological study of the MCF-7 cells. Within acceptable toxicity limits and apoptosis induction, the Dox-loaded nanocarriers, especially discrete mode synthesized nanocarriers, exhibited high-efficiency anticancer effect on the MCF-7 cell line.",nocancer
"Gitelman syndrome is an autosomal recessive renal tubulopathy. A 38-year-old woman was diagnosed with Gitelman syndrome. Eight years later, F-FDG PET/CT was performed to evaluate recurrence of endometrial cancer. FDG PET images showed an extremely abnormal FDG biodistribution. They showed decreased brain uptake, increased cardiac muscle uptake, and diffuse increased muscle and adipose tissue uptake. This pattern is similar to high insulin state; however, her glucose level was normal, and insulin level was very low.",nocancer
"Cancer dominates among many causes of mortality worldwide. Traditional chemotherapeutic agents are powerful anti-cancer agents employed for treatment of this deadly disease. However, they are always associated with toxic side effects and immunosuppression making person more vulnerable to tumor relapse and fatalities. A promising alternative could be identification, isolation and transfer of naturally occurring bioactive macromolecules to the tumorigenic population. Oyster mushroom, a major source of nutraceuticals, belonging to class basidiomycetes of kingdom Mycota is known to have immense therapeutic properties. It is a reservoir of macromolecules like beta-glucan, alpha-glucan, resveratrol, concanavalin A, cibacron blue affinity protein, p-hydroxybenzoic acid, ergosterol, linoleic acid etc. that are responsible for mediating anti-tumor, immunomodulatory, antioxidant, and anti-diabetic roles. Various studies have shown that extracts derived from oyster mushroom is rich in polysaccharides like beta-glucan and other macro molecules which have an anti-proliferative effect against cancer cell lines, without harming the normal cells. This review presents a brief highlight of the work covering the overall significance of oyster mushroom in different types of cancer treatment. It also explores the immunomodulatory effects of polysaccharides, proteoglycans and polypeptides derived from oyster mushroom that boosts the immune system to overcome the limitation of traditional cancer therapies.",nocancer
"Terpyridine platinum (TP)-based chemotherapeutic agents target three-dimensional structures on DNA known as G-quadruplexes. We report the rational design and synthesis of a TP conjugate combined with copper-64 (64Cu), the decay characteristics of which include emission of beta- and Auger electrons for radiotherapy and beta+ particles for positron emission tomography (PET) imaging. The present experimental studies show that the novel [64Cu]Cu-1,4,7-triazacyclononane-1,4,7-triacetic acid (NOTA)-TP is stable, permitting selective killing of cancer cells. The antitumor activity of [64Cu]Cu-NOTA-TP at high apparent molar activity is in the low nanomolar range and 27,800-fold greater than that of natCu-NOTA-TP at 24 h post treatment. These results suggest that this combination of a cytotoxic TP agent with 64Cu has considerable potential for cancer treatment and PET imaging.",nocancer
"ARH3/ADPRHL2 and PARG are the primary enzymes reversing ADP-ribosylation in vertebrates, yet their functions in vivo remain unclear. ARH3 is the only hydrolase able to remove serine-linked mono(ADP-ribose) (MAR) but is much less efficient than PARG against poly(ADP-ribose) (PAR) chains in vitro. Here, by using ARH3-deficient cells, we demonstrate that endogenous MARylation persists on chromatin throughout the cell cycle, including mitosis, and is surprisingly well tolerated. Conversely, persistent PARylation is highly toxic and has distinct physiological effects, in particular on active transcription histone marks such as H3K9ac and H3K27ac. Furthermore, we reveal a synthetic lethal interaction between ARH3 and PARG and identify loss of ARH3 as a mechanism of PARP inhibitor resistance, both of which can be exploited in cancer therapy. Finally, we extend our findings to neurodegeneration, suggesting that patients with inherited ARH3 deficiency suffer from stress-induced pathogenic increase in PARylation that can be mitigated by PARP inhibition.",nocancer
"A series of novel quinoline-based tetracyclic ring-systems were synthesized and evaluated in vitro for their antiplasmodial, antiproliferative and antimicrobial activities. The novel hydroiodide salts 10 and 21 showed the most promising antiplasmodial inhibition, with compound 10 displaying higher selectivity than the employed standards. The antiproliferative assay revealed novel pyridophenanthridine 4b to be significantly more active against human prostate cancer (IC50 = 24 nM) than Puromycin (IC50 = 270 nM) and Doxorubicin (IC50 = 830 nM), which are used for clinical treatment. Pyridocarbazoles 9 was also moderately effective against all the employed cancer cell lines and moreover showed excellent biofilm inhibition (9a: MBIC = 100 microM; 9b: MBIC = 100 microM).",nocancer
"Between October 2020 and January 2021, we conducted three national surveys to track anaesthetic, surgical and critical care activity during the second COVID-19 pandemic wave in the UK. We surveyed all NHS hospitals where surgery is undertaken. Response rates, by round, were 64%, 56% and 51%. Despite important regional variations, the surveys showed increasing systemic pressure on anaesthetic and peri-operative services due to the need to support critical care pandemic demands. During Rounds 1 and 2, approximately one in eight anaesthetic staff were not available for anaesthetic work. Approximately one in five operating theatres were closed and activity fell in those that were open. Some mitigation was achieved by relocation of surgical activity to other locations. Approximately one-quarter of all surgical activity was lost, with paediatric and non-cancer surgery most impacted. During January 2021, the system was largely overwhelmed. Almost one-third of anaesthesia staff were unavailable, 42% of operating theatres were closed, national surgical activity reduced to less than half, including reduced cancer and emergency surgery. Redeployed anaesthesia staff increased the critical care workforce by 125%. Three-quarters of critical care units were so expanded that planned surgery could not be safely resumed. At all times, the greatest resource limitation was staff. Due to lower response rates from the most pressed regions and hospitals, these results may underestimate the true impact. These findings have important implications for understanding what has happened during the COVID-19 pandemic, planning recovery and building a system that will better respond to future waves or new epidemics.",nocancer
"Growing evidence of successful outcomes achieved with the oocyte vitrification technique has greatly contributed to its application in the field of fertility preservation (FP). The population that can benefit from FP includes women at a risk of losing their ovarian function because of either iatrogenic causes or natural depletion of their ovarian reserve. Therefore, oncological patients and healthy women who wish to delay motherhood for various reasons-elective FP-are currently being offered this option. Satisfactory oocyte survival rates and clinical outcomes, including cumulative live birth rates, have been reported in recent years. These studies show that age at oocyte retrieval strongly affects reproductive prognosis after FP. Therefore, elective FP patients should be encouraged to decide before they reach the age of 35 years to significantly increase their chances of success. The effect of age has also been observed in patients with cancer and women diagnosed with endometriosis. The reproductive outcome after FP is worse in patients with cancer, but a direct association between the disease and reproductive outcome is yet to be proven. Young patients (<=35 years) with endometriosis who have undergone cystectomy before oocyte retrieval for FP have worse outcomes than nonoperated women in age-matched groups. In addition, the number of oocytes used per patient is closely related to success in all populations, with considerable improvement in the result with the addition of a few oocytes, especially in healthy young patients.",nocancer
"The epidermal growth factor receptor extracellular domain III (EGFR-ECDIII) protein is a promising target of anti-cancer research, and its production in Escherichia coli would thus represent significant benefits. However, despite its moderate size (19 kDa), the expression of EGFR-ECDIII in E.coli is hampered by the presence of multiple cysteines producing misfolded proteins with incorrect S-S bonds. In our study, we show that a short 12-residue solubility enhancing peptide (SEP) tag containing nine arginines (C9R) attached at the C-terminus of EGFR-ECDIII reduces the inclusion body formation and increases the final yield by six times (20 mg/L). EGFR-ECDIII-C9R purified from the soluble fraction eluted as a sharp single RP-HPLC peak, suggesting a single S-S bond pairing. Biophysical characterization using circular dichroism, fluorescence, and light scattering confirmed its native-like properties together with reversible thermal denaturation. The binding activity of EGFR-ECDIII-C9R to anti-EGFR-VHH7D12, a single-domain antibody with specific binding to the ECDIII, was assessed by sandwich ELISA. Further, we produced anti-EGFR-ECDIII-C9R antisera in mouse models and anti-sera inhibited A431 cancer cells' growth. These results demonstrate that the SEP tag enables the rapid production of the multiple disulfide-bonded EGFR-ECDIII in E. coli having native-like biophysical properties and producing neutralizing antibodies.",nocancer
"The exact role of innate immune cells upon infection with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and their contribution to the formation of the corona virus-induced disease (COVID)-19 associated cytokine storm is not yet fully understood. We show that human in vitro differentiated myeloid dendritic cells (mDC) as well as M1 and M2 macrophages are susceptible to infection with SARS-CoV-2 but are not productively infected. Furthermore, infected mDC, M1-, and M2 macrophages show only slight changes in their activation status. Surprisingly, none of the infected innate immune cells produced the pro-inflammatory cytokines interleukin (IL)-6, tumor necrosis factor (TNF)-alpha, or interferon (IFN)-alpha. Moreover, even in co-infection experiments using different stimuli, as well as non-influenza (non-flu) or influenza A (flu) viruses, only very minor IL-6 production was induced. In summary, we conclude that mDC and macrophages are unlikely the source of the first wave of cytokines upon infection with SARS-CoV-2.",nocancer
"Golgi apparatus is emerging as a key signaling hub of cells and an important target for cancer therapy, but there are few approaches for targeting Golgi and selectively killing cancer cells. Here we show an unexpected result that changing an oxygen atom of the phosphoester bond in phosphopeptides by a sulfur atom enables instantly targeting Golgi apparatus (GA) and selectively killing cancer cells by enzymatic self-assembly. Specifically, conjugating cysteamine S-phosphate to the C-terminal of a self-assembling peptide generates a thiophosphopeptide. Being a substrate of alkaline phosphatase (ALP), the thiophosphopeptide undergoes rapid ALP-catalyzed dephosphorylation to form a thiopeptide that self-assembles. The thiophosphopeptide enters cells via caveolin-mediated endocytosis and macropinocytosis and instantly accumulates in GA because of dephosphorylation and formation of disulfide bonds in Golgi by themselves and with Golgi proteins. Moreover, the thiophosphopeptide potently and selectively inhibits cancer cells (e.g., HeLa) with the IC 50 (about 3 muM), which is an order of magnitude more potent than that of the parent phosphopeptide. This work, as the first report of thiophosphopeptide for targeting Golgi, illustrates a new molecular platform for designing enzyme and redox responsive molecules that target subcellular compartment for functions.",nocancer
"BACKGROUND: Arthritis is one of the common causes of physical pain and disability, which often makes patients fall into major depression. However, the correlation between arthritis and major depression, and how different types of arthritis correspond to major depression remain to be explored. The purpose of this study is to explore the relationship between arthritis and major depression. METHODS: Arthritis status was reported by participants themselves, and the Patient Health Questionnaire-9 in National Health and Nutrition Examination Survey (NHANES) was used to evaluate major depression, logistic regression was used to evaluate the relationship between arthritis and major depression. RESULTS: We analyzed the data of 25,990 adults who participated in the NHANES from 2007 to 2018. Participants with major depression were more likely to be female, Hispanic, smoker, less educated, less recreational activities, poverty-to-income ratio <5, coronary heart disease, stroke, cancer or malignant tumor, diabetes, hypertension and higher body mass index (BMI). Arthritis was significantly correlated with major depression (25.4% vs. 44.9%; P<0.001), even after adjusting for gender, age, race, BMI, PIR, education, marriage, moderate recreational activities, smoking, history of coronary heart disease, stroke, cancer or malignant tumor, diabetes, and hypertension (OR =2.30, 95% CI, 2.06-2.56, P<0.001). Subgroup analysis showed that compared with degenerative arthritis, rheumatoid arthritis (RA), or other arthritis, psoriatic arthritis (PsA) had the greatest influence on major depression patients. CONCLUSIONS: All patients with arthritis, especially PsA, may have the risk of major depression. Psychological intervention necessary for patients with arthritis.",nocancer
"Extrachromosomal circular DNA (eccDNA) accumulates within the nucleus of eukaryotic cells during physiological aging and in age-related diseases (ARDs) and the accumulation could be caused by the declined exclusion of nuclear eccDNA in these states. This review focuses on the formation of eccDNA and the roles of some main factors, such as nuclear pore complexes (NPCs), nucleoplasmic reticulum (NR), and nuclear actin, in eccDNA exclusion. eccDNAs are mostly formed from non-coding DNA during DNA damage repair. They move to NPCs along nuclear actin and are excluded out of the nucleus through functional NPCs in young and healthy cells. However, it has been demonstrated that defective NPCs, abnormal NPC components and nuclear actin rods are increased in aged cells, various cancers and certain other ARDs such as cardiovascular diseases, premature aging, neurodegenerative diseases and myopathies. Therefore, mainly resulting from the increase of dysfunctional NPCs, the exclusion of nuclear eccDNAs may be reduced and eccDNAs thus accumulate within the nucleus in aging and the aforementioned ARDs. In addition, the protective function of non-coding DNA in tumorigenesis is further discussed.",nocancer
"The DNA microarray has distinctive advantages of high-throughput and less complicated operations, but tends to have a relatively low sensitivity. Catalytic hairpin assembly (CHA) is one of the most promising enzyme-free, isothermal DNA circuit for high efficient signal amplification. Here, a microarray-based catalytic hairpin assembly (mi-CHA) biosensing method has been developed to detect various miRNAs in a single test simultaneously. The target miRNA can trigger conformational transformations of hairpin-structured DNA probes on the chip surface and lead to the specific signal amplification. A significant advantage of this approach is that each duplex produced by the solid-phase CHA will be immobilized on the certain location of the chip and release fluorescent signal via the universal domain, eliminating the requirement of different fluorophores. This method has manifested a high detection sensitivity of human cancer-associated miRNAs (miR-21 and miR-155) down to 1.33 fM and promised a high specificity to distinguish single-base mismatches. Furthermore, the practicability of this method was demonstrated by analyzing target miRNAs in human serum and cancer cells. The experimental results suggest that the proposed method has high-throughput analytical potential and could be applied to many other clinical diagnosis.",nocancer
"PURPOSE: To determine the radiation burden to infants undergoing voiding cystourethrography (VCUG) in a single institution and investigate the effect of shifting from analogue to digital imaging that allowed the use of a radiography-free examination protocol. METHODS: Anthropometric and exposure data were prospectively collected for 35 consecutive infants undergoing VCUG on a digital system with a standardized examination protocol not including radiographs. Thermoluminescent dosimeters were used to determine entrance-skin dose. Monte Carlo simulations and patient-specific anthropomorphic phantoms were employed to determine organ/tissue doses and effective dose (ED). The associated theoretical risk of radiation-induced cancer was determined and compared to the nominal risk of cancer induction. The radiation burden from VCUG on a modern digital system with a contemporary examination protocol was compared to corresponding data reported previously for an analogue system in the same institution. RESULTS: The median ED from VCUG was found 47 muSv. The associated total life attributable risk of radiation-induced cancer was found 10x10-6 and 13x10-6 for boys and girls, respectively. VCUG was found to increase the nominal risk of cancer by a factor of 1.000025 in boys and 1.000034 in girls. Shifting from analogue to digital imaging system resulted in 89% reduction of the radiation burden from VCUG. CONCLUSION: The theoretical radiation risks for infants undergoing VCUG using a modern digital imaging system and a radiography-free protocol were found to be minor. The transition from analogue to digital equipment resulted in considerable reduction of the radiation burden from VCUG.",nocancer
"Objective: Considering the reported elevation of -6/-3 fatty acid ratios in breast neoplasms, one particularly important application of 13C MRS could be in more fully understanding the breast lipidome's relationship to breast cancer incidence. However, the low natural abundance and gyromagnetic ratio of the 13C isotope lead to detection sensitivity challenges. Previous 13C MRS studies have relied on the use of small surface coils with limited field-of-view and shallow penetration depths to achieve adequate signal-to-noise ratio (SNR), and the use of receive array coils is still mostly unexplored. Methods: This work presents a unilateral breast 16-channel 13C array coil and interfacing hardware designed to retain the surface sensitivity of a single small loop coil while improving penetration depth and extending the field-of-view over the entire breast at 7T. The coil was characterized through bench measurements and phantom 13C spectroscopy experiments. Results: Bench measurements showed receive coil matching better than -17 dB and average preamplifier decoupling of 16.2 dB with no evident peak splitting. Phantom MRS studies show better than a three-fold increase in average SNR over the entirety of the breast region compared to volume coil reception alone as well as an ability for individual array elements to be used for coarse metabolite localization without the use of single-voxel or spectroscopic imaging methods. Conclusion: Our current study has shown the benefits of the array. Future in vivo lipidomics studies can be pursued. Significance: Development of the 16-channel breast array coil opens possibilities of in vivo lipidomics studies to elucidate the link between breast cancer incidence and lipid metabolics.",nocancer
"BACKGROUND: Ginsenoside-Rg2 (G-Rg2) is a protopanaxatriol-type ginsenoside isolated from ginseng. It has been found to exhibit various pharmacological effects, including antioxidant, anti-inflammatory, and anticancer effects. PURPOSE: This study aimed to investigate the anticancer effects of G-Rg2 on estrogen receptor-positive MCF-7 breast cancer (BC) cells, and the underlying mechanisms involving in reactive oxygen species (ROS) production. STUDY DESIGN/METHODS: Cell viability, cell cycle distribution, apoptosis, and ROS production were measured following exposure to G-Rg2. The protein expression levels of p-ERK1/2, p-Akt, PARP, p-Rb, cyclin D1, CDK6, and p-AMPK were quantified using western blot analysis. The in vivo activity of G-Rg2 was assessed in a xenograft model. Immunohistochemistry staining for p-Rb and p-AMPK was performed in tumor tissues. RESULTS: G-Rg2 significantly decreased cell viability but increased cell apoptosis. In MCF-7 cells, G-Rg2 increased ROS production by inhibiting ERK1/2 and Akt activation. G-Rg2-induced ROS induced G0/G1 cell cycle arrest and AMPK phosphorylation. In the xenograft model, the 5 mg/kg G-Rg2-treated group showed decreased tumor volume and weight, similar to the 5 mg/kg 4-OHT-treated group, compared to the control group. Immunohistochemistry staining showed that G-Rg2 treatment decreased Rb phosphorylation, while increasing AMPK phosphorylation in tumor tissues. CONCLUSION: G-Rg2 has potential anticancer effects by increasing the ROS-AMPK signaling pathway and inhibiting ERK1/2 and Akt activation-mediated cell proliferation and cell cycle progression in MCF-7 BC cells.",nocancer
"Natural and synthetic environmental estrogens (EEs), interfering with the physiological functions of the body's estrogens, are widespread and are rising much concern for their possible deleterious effects on human and animal health, in particular on reproduction. In fact, increasing evidence indicate that EEs can be responsible for a variety of disfunctions of the reproductive system especially in females such as premature ovarian insufficiency (POI). Because of their great structural diversity, the modes of action of EEs are controversial. One important way through which EEs exert their effects on reproduction is the induction of apoptosis in the ovary. In general, EEs can exert pro-and anti-apoptotic effects by agonizing or antagonizing numerous estrogen-dependent signaling pathways. In the present work, results concerning apoptotic pathways and diseases induced by representative EEs (such as zearalenone, bisphenol A and di-2-ethylhexyl phthalate), in ovaries throughout development are presented into an integrated network. By reviewing and elaborating these studies, we propose inflammatory factors, centered on the production of tumor necrosis factor (TNF), as a major cause of the induction of apoptosis by EEs in the mammalian ovary. As a consequence, potential strategies to prevent such EE effect are suggested.",nocancer
